MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION CITY (L/100 km),FUEL CONSUMPTION HWY (L/100 km),FUEL CONSUMPTION COMB (L/100 km),CO2 EMISSIONS
2019,ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.9,7,8.6,199
2019,ACURA,MDX SH-AWD,SUV: SMALL,3.5,6,AS9,Z,12.2,9,10.8,252
2019,ACURA,MDX SH-AWD A-SPEC,SUV: SMALL,3.5,6,AS9,Z,12.2,9.5,11,258
2019,ACURA,MDX HYBRID AWD,SUV: SMALL,3,6,AM7,Z,9.1,9,9,210
2019,ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,10.8,11,261
2019,ACURA,RDX AWD,SUV: SMALL,2,4,AS10,Z,11,8.6,9.9,232
2019,ACURA,RDX AWD A-SPEC,SUV: SMALL,2,4,AS10,Z,11.3,9.1,10.3,242
2019,ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,8.4,8.2,8.4,196
2019,ACURA,TLX,COMPACT,2.4,4,AM8,Z,10,7.1,8.7,205
2019,ACURA,TLX A-SPEC,COMPACT,2.4,4,AM8,Z,10.2,7.4,8.9,209
2019,ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.4,7.7,9.8,228
2019,ACURA,TLX SH-AWD A-SPEC,COMPACT,3.5,6,AS9,Z,12,8.2,10.3,240
2019,ALFA ROMEO,4C COUPE,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,197
2019,ALFA ROMEO,4C SPIDER,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,197
2019,ALFA ROMEO,GIULIA,MID-SIZE,2,4,A8,Z,10,7.2,8.7,205
2019,ALFA ROMEO,GIULIA AWD,MID-SIZE,2,4,A8,Z,10.5,7.7,9.2,217
2019,ALFA ROMEO,GIULIA QUADRIFOGLIO,MID-SIZE,2.9,6,A8,Z,13.8,9.6,11.9,280
2019,ALFA ROMEO,STELVIO,SUV: SMALL,2,4,A8,Z,10.3,8.1,9.3,218
2019,ALFA ROMEO,STELVIO AWD,SUV: SMALL,2,4,A8,Z,10.8,8.3,9.6,226
2019,ALFA ROMEO,STELVIO AWD QUADRIFOGLIO,SUV: SMALL,2.9,6,A8,Z,14.1,10.4,12.4,292
2019,ASTON MARTIN,DB11 V8,MINICOMPACT,4,8,A8,Z,13,9.8,11.5,271
2019,ASTON MARTIN,DB11 AMR,MINICOMPACT,5.2,12,A8,Z,15.5,10.6,13.3,312
2019,ASTON MARTIN,DBS SUPERLEGGERA,MINICOMPACT,5.2,12,A8,Z,16.4,10.7,13.8,324
2019,ASTON MARTIN,RAPIDE AMR,SUBCOMPACT,6,12,A8,Z,16.7,10.9,14.1,332
2019,ASTON MARTIN,VANQUISH ZAGATO,MINICOMPACT,6,12,A8,Z,17.5,11.4,14.7,346
2019,ASTON MARTIN,VANTAGE V8,TWO-SEATER,4,8,A8,Z,12.7,9.4,11.2,264
2019,AUDI,A3,SUBCOMPACT,2,4,AM7,X,9.1,6.8,8.1,188
2019,AUDI,A3 QUATTRO,SUBCOMPACT,2,4,AM7,X,10.9,7.9,9.6,225
2019,AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AM7,X,10.7,7.9,9.5,221
2019,AUDI,A4,COMPACT,2,4,AM7,Z,8.6,6.9,7.8,182
2019,AUDI,A4 QUATTRO,COMPACT,2,4,AM7,Z,10,7,8.7,204
2019,AUDI,A4 ALLROAD QUATTRO,STATION WAGON: SMALL,2,4,AM7,Z,10.7,8,9.5,221
2019,AUDI,A5 QUATTRO,SUBCOMPACT,2,4,AM7,Z,10,7,8.7,204
2019,AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AM7,Z,10,7,8.7,204
2019,AUDI,A5 SPORTBACK QUATTRO,MID-SIZE,2,4,AM7,Z,10,7,8.7,204
2019,AUDI,A6 QUATTRO,MID-SIZE,3,6,AM7,Z,10.7,8.2,9.6,224
2019,AUDI,A7 QUATTRO,MID-SIZE,3,6,AM7,Z,10.7,8.2,9.6,224
2019,AUDI,A8L,FULL-SIZE,3,6,AS8,Z,12.5,8.6,10.8,202
2019,AUDI,Q3 QUATTRO,SUV: SMALL,2,4,AS8,X,12.3,8.6,10.6,248
2019,AUDI,Q5,SUV: SMALL,2,4,AM7,Z,10.9,8.7,9.9,230
2019,AUDI,Q7,SUV: STANDARD,2,4,AS8,Z,12.2,9.5,11,258
2019,AUDI,Q7,SUV: STANDARD,3,6,AS8,Z,12.6,9.4,11.1,260
2019,AUDI,Q8,SUV: STANDARD,3,6,AS8,Z,14,10.7,12.5,294
2019,AUDI,RS 3,SUBCOMPACT,2.5,5,AM7,Z,12.4,8.4,10.6,247
2019,AUDI,RS 5 COUPE,SUBCOMPACT,2.9,6,AS8,Z,13.3,8.7,11.3,262
2019,AUDI,RS 5 SPORTBACK,SUBCOMPACT,2.9,6,AS8,Z,13.5,9,11.5,268
2019,AUDI,S3,SUBCOMPACT,2,4,AM7,Z,10.7,8,9.5,222
2019,AUDI,S4,COMPACT,3,6,AS8,Z,11.3,8,9.8,230
2019,AUDI,S5,SUBCOMPACT,3,6,AS8,Z,11.3,8,9.8,230
2019,AUDI,S5 CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.4,8.2,9.9,234
2019,AUDI,S5 SPORTBACK,MID-SIZE,3,6,AS8,Z,11.3,8,9.8,230
2019,AUDI,SQ5,SUV: SMALL,3,6,AS8,Z,12.7,10,11.5,270
2019,AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,AM7,X,10.3,7.7,9.2,213
2019,AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2,4,AM7,X,10.3,7.7,9.2,213
2019,AUDI,TT RS COUPE,SUBCOMPACT,2.5,5,AM7,Z,12,8.3,10.3,241
2019,AUDI,TTS COUPE,SUBCOMPACT,2,4,AM7,Z,10.4,8.2,9.4,220
2019,BENTLEY,BENTAYGA,SUV: STANDARD,4,8,AS8,Z,16.4,10.1,13.6,315
2019,BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,24.5,14.4,20,465
2019,BMW,230I XDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.2,7.2,8.8,207
2019,BMW,230I XDRIVE COUPE,SUBCOMPACT,2,4,AS8,Z,9.9,7.1,8.6,202
2019,BMW,330I XDRIVE,COMPACT,2,4,AS8,Z,9.5,6.9,8.3,194
2019,BMW,330I XDRIVE GRAN TURISMO,FULL-SIZE,2,4,AS8,Z,10.2,7.2,8.8,207
2019,BMW,330I XDRIVE TOURING,STATION WAGON: SMALL,2,4,AS8,Z,10.2,7.2,8.8,207
2019,BMW,430I XDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.6,7.3,9.1,213
2019,BMW,430I XDRIVE COUPE,COMPACT,2,4,AS8,Z,10.2,7.2,8.8,207
2019,BMW,430I XDRIVE GRAN COUPE,COMPACT,2,4,AS8,Z,10.2,7.2,8.8,207
2019,BMW,440I COUPE,COMPACT,3,6,AS8,Z,11.2,7.3,9.4,227
2019,BMW,440I COUPE,COMPACT,3,6,M6,Z,12.8,8.8,11,256
2019,BMW,440I XDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.8,7.9,10,235
2019,BMW,440I XDRIVE COUPE,COMPACT,3,6,AS8,Z,11.4,7.6,9.7,228
2019,BMW,440I XDRIVE COUPE,COMPACT,3,6,M6,Z,13,8.5,11,256
2019,BMW,440I XDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,11.4,7.6,9.7,228
2019,BMW,530I XDRIVE,MID-SIZE,2,4,AS8,Z,10.2,7.2,8.8,207
2019,BMW,540I XDRIVE,MID-SIZE,3,6,AS8,Z,11.2,8.1,9.8,231
2019,BMW,640I XDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,12.3,8.4,10.5,248
2019,BMW,640I XDRIVE GRAN TURISMO,FULL-SIZE,3,6,AS8,Z,11.9,8.4,10.3,241
2019,BMW,650I XDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14,9.6,12,282
2019,BMW,750I XDRIVE,FULL-SIZE,4.4,8,AS8,Z,13.3,9.2,11.5,269
2019,BMW,750LI XDRIVE,FULL-SIZE,4.4,8,AS8,Z,14,9.6,12,282
2019,BMW,ALPINA B6 XDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14,9.6,12,282
2019,BMW,ALPINA B7 XDRIVE,FULL-SIZE,4.4,8,AS8,Z,14,9.6,12,282
2019,BMW,M2 COMPETITION,SUBCOMPACT,3,6,AM7,Z,14.3,10.4,12.6,294
2019,BMW,M2 COMPETITION,SUBCOMPACT,3,6,M6,Z,13.4,9.6,11.7,273
2019,BMW,M240I CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.2,7.8,9.7,227
2019,BMW,M240I CABRIOLET,SUBCOMPACT,3,6,M6,Z,12.8,8.8,11,256
2019,BMW,M240I COUPE,SUBCOMPACT,3,6,AS8,Z,11.2,7.8,9.7,227
2019,BMW,M240I COUPE,SUBCOMPACT,3,6,M6,Z,12.8,8.8,11,256
2019,BMW,M240I COUPE M PERFORMANCE,SUBCOMPACT,3,6,AS8,Z,11.2,7.8,9.7,227
2019,BMW,M240I COUPE M PERFORMANCE,SUBCOMPACT,3,6,M6,Z,12.8,8.8,11,256
2019,BMW,M240I XDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.3,8,9.8,229
2019,BMW,M240I XDRIVE COUPE,SUBCOMPACT,3,6,AS8,Z,11.3,8,9.8,229
2019,BMW,M240I XDRIVE COUPE M PERFORMANCE,SUBCOMPACT,3,6,AS8,Z,11.3,8,9.8,229
2019,BMW,M4 CABRIOLET,SUBCOMPACT,3,6,AM7,Z,14.5,10.5,12.7,299
2019,BMW,M4 CABRIOLET,SUBCOMPACT,3,6,M6,Z,13.8,9.4,11.9,280
2019,BMW,M4 CABRIOLET COMPETITION,SUBCOMPACT,3,6,AM7,Z,14.5,10.5,12.7,299
2019,BMW,M4 CABRIOLET COMPETITION,SUBCOMPACT,3,6,M6,Z,13.8,9.4,11.9,280
2019,BMW,M4 COUPE,COMPACT,3,6,AM7,Z,14.3,10.4,12.6,294
2019,BMW,M4 COUPE,COMPACT,3,6,M6,Z,13.4,9.6,11.7,273
2019,BMW,M4 COUPE COMPETITION,COMPACT,3,6,AM7,Z,14.3,10.4,12.6,294
2019,BMW,M4 COUPE COMPETITION,COMPACT,3,6,M6,Z,13.4,9.6,11.7,273
2019,BMW,M4 CS,COMPACT,3,6,AM7,Z,14.3,10.4,12.6,294
2019,BMW,M5,MID-SIZE,4.4,8,AS8,Z,16,11.2,13.9,324
2019,BMW,M5 COMPETITION,MID-SIZE,4.4,8,AS8,Z,16,11.2,13.9,324
2019,BMW,M550I XDRIVE,MID-SIZE,4.4,8,AS8,Z,13.3,9.2,11.5,269
2019,BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,344
2019,BMW,M760LI XDRIVE,FULL-SIZE,6.6,12,AS8,Z,17.7,11.9,15.1,355
2019,BMW,M850I XDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,13.5,9.2,11.6,270
2019,BMW,M850I XDRIVE COUPE,SUBCOMPACT,4.4,8,AS8,Z,13.3,9.2,11.5,269
2019,BMW,X1 XDRIVE28I,SUV: SMALL,2,4,AS8,Z,10.7,7.5,9.3,217
2019,BMW,X2 XDRIVE28I,SUV: SMALL,2,4,AS8,Z,11,7.7,9.5,222
2019,BMW,X3 XDRIVE30I,SUV: SMALL,2,4,AS8,Z,10.8,8,9.6,223
2019,BMW,X3 M40I,SUV: SMALL,3,6,AS8,Z,11.9,8.7,10.4,245
2019,BMW,X4 XDRIVE30I,SUV: SMALL,2,4,AS8,Z,10.8,8,9.6,223
2019,BMW,X4 M40I,SUV: SMALL,3,6,AS8,Z,11.9,8.7,10.4,245
2019,BMW,X5 XDRIVE40I,SUV: STANDARD,3,6,AS8,Z,11.7,9.1,10.5,245
2019,BMW,X5 XDRIVE50I,SUV: STANDARD,4.4,8,AS8,Z,15.3,11.1,13.4,314
2019,BMW,X6 XDRIVE35I,SUV: STANDARD,3,6,AS8,Z,13,9.9,11.6,272
2019,BMW,X6 XDRIVE50I,SUV: STANDARD,4.4,8,AS8,Z,14.3,10.6,12.6,294
2019,BMW,X6 M,SUV: STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,341
2019,BMW,X7 XDRIVE40I,SUV: STANDARD,3,6,AS8,Z,12,9.4,10.8,254
2019,BMW,X7 XDRIVE50I,SUV: STANDARD,4.4,8,AS8,Z,14.3,10.6,12.6,294
2019,BUGATTI,CHIRON,TWO-SEATER,8,16,AM7,Z,26.8,16.6,22.2,522
2019,BUICK,ENCLAVE,SUV: STANDARD,3.6,6,A9,X,13,9.1,11.2,263
2019,BUICK,ENCLAVE AWD,SUV: STANDARD,3.6,6,A9,X,13.8,9.5,11.9,278
2019,BUICK,ENCORE,SUV: SMALL,1.4,4,AS6,X,9.4,7.8,8.7,204
2019,BUICK,ENCORE (SIDI WITH STOP/START),SUV: SMALL,1.4,4,AS6,X,8.9,7.5,8.3,194
2019,BUICK,ENCORE AWD,SUV: SMALL,1.4,4,AS6,X,9.9,8.1,9.1,214
2019,BUICK,ENCORE AWD (SIDI WITH STOP/START),SUV: SMALL,1.4,4,AS6,X,9.4,7.9,8.8,205
2019,BUICK,ENVISION AWD,SUV: SMALL,2,4,A9,Z,11.7,9.4,10.7,249
2019,BUICK,ENVISION AWD,SUV: SMALL,2.5,4,A6,X,11.1,8.6,10,234
2019,BUICK,LACROSSE,MID-SIZE,3.6,6,AS9,X,11.7,7.8,9.9,233
2019,BUICK,LACROSSE EASSIST,MID-SIZE,2.5,4,AS6,X,9.4,6.8,8.2,192
2019,BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS9,X,11.7,8.2,10.1,238
2019,BUICK,REGAL,MID-SIZE,2,4,AS9,Z,10.6,7.4,9.1,214
2019,BUICK,REGAL AWD,MID-SIZE,2,4,AS8,Z,11,8,9.6,227
2019,BUICK,REGAL AWD,MID-SIZE,3.6,6,AS9,X,12.4,8.7,10.7,251
2019,CADILLAC,CT6 AWD,FULL-SIZE,3,6,AS10,Z,13.1,9.1,11.3,267
2019,CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS10,X,13,8.8,11.1,261
2019,CADILLAC,CT6 AWD,FULL-SIZE,4.2,8,AS10,Z,17.3,9.5,13.8,324
2019,CADILLAC,CTS,MID-SIZE,2,4,AS8,Z,11,7.8,9.5,222
2019,CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,12.3,8.2,10.5,246
2019,CADILLAC,CTS AWD,MID-SIZE,2,4,AS8,Z,11.4,8.1,9.9,232
2019,CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS8,X,13.3,9.2,11.5,269
2019,CADILLAC,CTS VSPORT,MID-SIZE,3.6,6,AS8,Z,15,9.9,12.7,298
2019,CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,17.1,11,14.3,337
2019,CADILLAC,ESCALADE 4WD,SUV: STANDARD,6.2,8,A10,Z,16.6,10.9,14,328
2019,CADILLAC,XT4,SUV: SMALL,2,4,AS9,Z,9.8,7.8,8.9,209
2019,CADILLAC,XT4 AWD,SUV: SMALL,2,4,AS9,Z,10.9,8.2,9.7,227
2019,CADILLAC,XT5,SUV: SMALL,3.6,6,AS8,X,12.1,8.9,10.6,250
2019,CADILLAC,XT5 AWD,SUV: SMALL,3.6,6,AS8,X,12.8,9.3,11.2,263
2019,CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,X,12.9,8.7,11,259
2019,CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.7,9,11.6,272
2019,CADILLAC,XTS VSPORT AWD,FULL-SIZE,3.6,6,AS6,Z,15,10.1,12.8,302
2019,CHEVROLET,BLAZER,SUV: SMALL,2.5,4,A9,X,10.8,8.8,9.9,232
2019,CHEVROLET,BLAZER,SUV: SMALL,3.6,6,A9,X,12,9,10.6,250
2019,CHEVROLET,BLAZER AWD,SUV: SMALL,3.6,6,A9,X,12.7,9.5,11.3,265
2019,CHEVROLET,CAMARO,SUBCOMPACT,2,4,AS8,Z,10.8,7.7,9.4,220
2019,CHEVROLET,CAMARO,SUBCOMPACT,2,4,M6,Z,11.9,7.9,10.1,235
2019,CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,AS8,X,12.3,8.2,10.4,246
2019,CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,M6,X,14.3,8.8,11.8,277
2019,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS10,Z,14.5,8.8,12,279
2019,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Z,14.9,9.9,12.6,297
2019,CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,18.3,11.2,15.1,355
2019,CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12,14.9,349
2019,CHEVROLET,COLORADO,PICKUP TRUCK: SMALL,2.5,4,A6,X,12.1,9.2,10.8,253
2019,CHEVROLET,COLORADO,PICKUP TRUCK: SMALL,2.5,4,M6,X,11.9,9.2,10.7,251
2019,CHEVROLET,COLORADO,PICKUP TRUCK: SMALL,2.8,4,A6,D,11.8,7.9,10.1,270
2019,CHEVROLET,COLORADO,PICKUP TRUCK: SMALL,3.6,6,A8,X,13.4,9.6,11.7,274
2019,CHEVROLET,COLORADO 4WD,PICKUP TRUCK: SMALL,2.5,4,A6,X,12.7,9.8,11.4,267
2019,CHEVROLET,COLORADO 4WD,PICKUP TRUCK: SMALL,2.8,4,A6,D,12.2,8.4,10.5,283
2019,CHEVROLET,COLORADO 4WD,PICKUP TRUCK: SMALL,3.6,6,A8,X,14,9.9,12.2,286
2019,CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK: SMALL,2.8,4,A6,D,13.3,10.6,12.1,326
2019,CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK: SMALL,3.6,6,A8,X,15,13,14.1,331
2019,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,15.6,9.2,12.7,299
2019,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,14.6,9.3,12.2,286
2019,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.2,10.1,14,331
2019,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.9,10.6,13.5,318
2019,CHEVROLET,CORVETTE ZR1,TWO-SEATER,6.2,8,AS8,Z,19.5,12,16.1,381
2019,CHEVROLET,CORVETTE ZR1,TWO-SEATER,6.2,8,M7,Z,18.2,12.5,15.6,368
2019,CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,X,8.3,6.2,7.3,172
2019,CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,X,8.3,6.2,7.3,172
2019,CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A9,D,7.6,4.9,6.4,172
2019,CHEVROLET,CRUZE HATCHBACK,MID-SIZE,1.4,4,AS6,X,8.3,6.2,7.3,172
2019,CHEVROLET,CRUZE HATCHBACK PREMIER,MID-SIZE,1.4,4,AS6,X,8.5,6.4,7.5,175
2019,CHEVROLET,CRUZE HATCHBACK DIESEL,MID-SIZE,1.6,4,A9,D,7.8,5.2,6.6,178
2019,CHEVROLET,EQUINOX,SUV: SMALL,1.5,4,A6,X,9.2,7.3,8.3,196
2019,CHEVROLET,EQUINOX,SUV: SMALL,1.6,4,A6,D,8.5,6,7.4,199
2019,CHEVROLET,EQUINOX AWD,SUV: SMALL,1.5,4,A6,X,9.3,7.8,8.6,207
2019,CHEVROLET,EQUINOX AWD,SUV: SMALL,1.6,4,A6,D,8.5,6.1,7.4,199
2019,CHEVROLET,EQUINOX AWD,SUV: SMALL,2,4,A9,Z,10.9,8.3,9.7,228
2019,CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,X,10.8,8,9.6,225
2019,CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,X,12.7,8.5,10.8,254
2019,CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,E,17.2,11.6,14.6,245
2019,CHEVROLET,MALIBU,MID-SIZE,1.5,4,AV,X,8.2,6.6,7.5,174
2019,CHEVROLET,MALIBU,MID-SIZE,2,4,A9,Z,10.5,7.4,9.1,214
2019,CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,X,4.8,5.5,5.1,121
2019,CHEVROLET,SILVERADO,PICKUP TRUCK: STANDARD,2.7,4,A8,X,11.9,10.3,11.1,261
2019,CHEVROLET,SILVERADO,PICKUP TRUCK: STANDARD,4.3,6,A6,X,15.1,11.5,13.5,316
2019,CHEVROLET,SILVERADO,PICKUP TRUCK: STANDARD,5.3,8,A6,X,15.9,11.4,13.9,326
2019,CHEVROLET,SILVERADO FFV,PICKUP TRUCK: STANDARD,5.3,8,A6,X,15.7,11.9,14,329
2019,CHEVROLET,SILVERADO FFV,PICKUP TRUCK: STANDARD,5.3,8,A6,E,21.1,15,18.4,306
2019,CHEVROLET,SILVERADO,PICKUP TRUCK: STANDARD,5.3,8,A8,X,14.1,10.2,12.4,290
2019,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK: STANDARD,2.7,4,A8,X,12.5,10.8,11.7,275
2019,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK: STANDARD,4.3,6,A6,X,15.8,11.9,14,329
2019,CHEVROLET,SILVERADO 4WD TRAIL BOSS,PICKUP TRUCK: STANDARD,4.3,6,A6,X,16.3,12.9,14.8,347
2019,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK: STANDARD,5.3,8,A6,X,15.9,11.7,14,329
2019,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK: STANDARD,5.3,8,A6,X,16.1,12.5,14.4,339
2019,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK: STANDARD,5.3,8,A6,E,22,16.1,19.3,322
2019,CHEVROLET,SILVERADO 4WD TRAIL BOSS,PICKUP TRUCK: STANDARD,5.3,8,A6,X,16.5,13,14.9,350
2019,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK: STANDARD,5.3,8,A8,X,14.9,10.8,13.1,306
2019,CHEVROLET,SILVERADO 4WD TRAIL BOSS,PICKUP TRUCK: STANDARD,5.3,8,A8,X,15.3,11.8,13.7,320
2019,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK: STANDARD,6.2,8,A10,Z,15,12,13.7,321
2019,CHEVROLET,SILVERADO LD,PICKUP TRUCK: STANDARD,5.3,8,A6,X,15.6,10.9,13.5,317
